"subjectid" "activitylabel" "atbodyaccmeanx" "atbodyaccmeany" "atbodyaccmeanz" "atgravityaccmeanx" "atgravityaccmeany" "atgravityaccmeanz" "atbodyaccjerkmeanx" "atbodyaccjerkmeany" "atbodyaccjerkmeanz" "atbodygyromeanx" "atbodygyromeany" "atbodygyromeanz" "atbodygyrojerkmeanx" "atbodygyrojerkmeany" "atbodygyrojerkmeanz" "atbodyaccmagmean" "atgravityaccmagmean" "atbodyaccjerkmagmean" "atbodygyromagmean" "atbodygyrojerkmagmean" "afbodyaccmeanx" "afbodyaccmeany" "afbodyaccmeanz" "afbodyaccmeanfreqx" "afbodyaccmeanfreqy" "afbodyaccmeanfreqz" "afbodyaccjerkmeanx" "afbodyaccjerkmeany" "afbodyaccjerkmeanz" "afbodyaccjerkmeanfreqx" "afbodyaccjerkmeanfreqy" "afbodyaccjerkmeanfreqz" "afbodygyromeanx" "afbodygyromeany" "afbodygyromeanz" "afbodygyromeanfreqx" "afbodygyromeanfreqy" "afbodygyromeanfreqz" "afbodyaccmagmean" "afbodyaccmagmeanfreq" "afbodybodyaccjerkmagmean" "afbodybodyaccjerkmagmeanfreq" "afbodybodygyromagmean" "afbodybodygyromagmeanfreq" "afbodybodygyrojerkmagmean" "afbodybodygyrojerkmagmeanfreq" "atbodyaccstdx" "atbodyaccstdy" "atbodyaccstdz" "atgravityaccstdx" "atgravityaccstdy" "atgravityaccstdz" "atbodyaccjerkstdx" "atbodyaccjerkstdy" "atbodyaccjerkstdz" "atbodygyrostdx" "atbodygyrostdy" "atbodygyrostdz" "atbodygyrojerkstdx" "atbodygyrojerkstdy" "atbodygyrojerkstdz" "atbodyaccmagstd" "atgravityaccmagstd" "atbodyaccjerkmagstd" "atbodygyromagstd" "atbodygyrojerkmagstd" "afbodyaccstdx" "afbodyaccstdy" "afbodyaccstdz" "afbodyaccjerkstdx" "afbodyaccjerkstdy" "afbodyaccjerkstdz" "afbodygyrostdx" "afbodygyrostdy" "afbodygyrostdz" "afbodyaccmagstd" "afbodybodyaccjerkmagstd" "afbodybodygyromagstd" "afbodybodygyrojerkmagstd"
"106" 18 "WALKING" 0.27388 -0.0178 -0.10421 0.92386 -0.25431 -0.06093 0.07675 0.02827 0.01068 -0.03993 -0.06137 0.09447 -0.09664 -0.04337 -0.05026 -0.2879 -0.2879 -0.37926 -0.50047 -0.63648 -0.37147 -0.2436 -0.48977 -0.3621 0.06393 0.00488 -0.41479 -0.3619 -0.60114 -0.34877 -0.33729 -0.20633 -0.60967 -0.57089 -0.53815 0.01823 -0.28145 -0.23559 -0.42438 0.13164 -0.41403 0.08932 -0.62033 0.17563 -0.71059 0.26996 -0.376 -0.227 -0.42834 -0.98301 -0.97531 -0.97248 -0.36805 -0.32015 -0.63332 -0.70443 -0.49643 -0.51141 -0.57813 -0.69492 -0.66325 -0.46034 -0.46034 -0.42541 -0.60851 -0.72659 -0.37806 -0.26727 -0.43986 -0.37599 -0.32026 -0.66432 -0.7349 -0.46089 -0.5484 -0.56556 -0.44445 -0.6689 -0.7694
"107" 18 "WALKING_DOWNSTAIRS" 0.28843 -0.01686 -0.10339 0.93227 -0.2258 -0.04936 0.0809 -0.00075 -0.01417 -0.05765 -0.06362 0.09874 -0.08365 -0.05091 -0.05705 -0.29353 -0.29353 -0.46651 -0.38102 -0.70166 -0.35008 -0.30904 -0.50582 -0.43584 -0.14009 -0.09765 -0.41272 -0.46598 -0.62213 -0.33419 -0.4302 -0.31307 -0.48923 -0.64152 -0.44703 -0.30067 -0.23526 -0.21164 -0.24197 -0.07684 -0.38339 0.00593 -0.60473 -0.15922 -0.74423 0.07176 -0.30263 -0.25421 -0.41861 -0.9604 -0.93296 -0.92166 -0.38722 -0.44703 -0.65124 -0.50247 -0.61723 -0.48365 -0.67671 -0.7526 -0.60565 -0.22993 -0.22993 -0.38251 -0.50799 -0.74415 -0.28553 -0.27379 -0.41825 -0.41605 -0.46454 -0.67875 -0.51394 -0.60775 -0.54399 -0.34429 -0.38656 -0.53384 -0.76343
"108" 18 "WALKING_UPSTAIRS" 0.2654 -0.0222 -0.11265 0.88333 -0.31661 -0.10611 0.08124 0.02116 0.00935 -0.04706 -0.05261 0.09067 -0.08999 -0.05274 -0.06925 -0.27914 -0.27914 -0.60146 -0.3691 -0.78165 -0.46509 -0.36345 -0.52272 -0.51759 -0.24944 -0.40688 -0.58941 -0.57965 -0.73614 -0.44208 -0.46604 -0.51244 -0.59232 -0.64981 -0.50436 -0.3042 -0.50272 -0.32233 -0.43656 -0.21861 -0.57448 -0.02903 -0.65402 -0.33812 -0.82619 0.07725 -0.38016 -0.21115 -0.31437 -0.96173 -0.94205 -0.90783 -0.5632 -0.56794 -0.76082 -0.59384 -0.50729 -0.43392 -0.76068 -0.82887 -0.71895 -0.37184 -0.37184 -0.57933 -0.52805 -0.83552 -0.35063 -0.19055 -0.26957 -0.57533 -0.58553 -0.78472 -0.60071 -0.44342 -0.46602 -0.43621 -0.58792 -0.53304 -0.86091
"109" 19 "LAYING" 0.27265 -0.01714 -0.10898 -0.68004 0.72564 0.68762 0.07723 0.01114 -0.00098 -0.0312 -0.09526 0.1086 -0.0956 -0.03714 -0.05991 -0.96626 -0.96626 -0.98478 -0.95326 -0.98534 -0.97453 -0.97279 -0.98534 -0.25318 0.29249 0.29372 -0.98347 -0.97487 -0.9865 0.13527 0.08382 0.11702 -0.97419 -0.97206 -0.97393 0.2492 -0.15645 0.05186 -0.97195 0.16848 -0.98062 0.21131 -0.96562 0.07786 -0.98189 0.0457 -0.96501 -0.97344 -0.98467 -0.95895 -0.98699 -0.98881 -0.9836 -0.97452 -0.98826 -0.98135 -0.96361 -0.97319 -0.9761 -0.9846 -0.98695 -0.96319 -0.96319 -0.98066 -0.9559 -0.98024 -0.96208 -0.97483 -0.98474 -0.98527 -0.97596 -0.98855 -0.98394 -0.95983 -0.97541 -0.96405 -0.97945 -0.95749 -0.97932
"110" 19 "SITTING" 0.27383 -0.01673 -0.1087 0.58137 0.36034 0.48912 0.07537 0.01379 0.00173 -0.02141 -0.05202 0.09689 -0.10098 -0.04251 -0.05908 -0.96207 -0.96207 -0.98642 -0.94222 -0.98945 -0.97923 -0.96076 -0.96633 -0.31528 -0.00741 -0.00357 -0.98677 -0.97914 -0.98398 0.0917 -0.09257 0.01853 -0.98174 -0.96818 -0.96823 -0.01928 -0.39302 -0.14736 -0.96263 -0.05385 -0.98375 0.26845 -0.96423 -0.19245 -0.98672 0.09786 -0.97635 -0.95038 -0.95192 -0.96935 -0.96996 -0.96039 -0.98704 -0.97926 -0.9867 -0.98462 -0.95975 -0.96559 -0.98846 -0.98746 -0.98531 -0.95175 -0.95175 -0.9842 -0.95049 -0.98583 -0.9752 -0.94805 -0.94751 -0.98857 -0.98099 -0.98815 -0.98557 -0.95559 -0.96786 -0.9528 -0.98368 -0.95048 -0.98541
"111" 19 "STANDING" 0.27817 -0.01542 -0.10904 0.94404 -0.22389 0.13064 0.07541 0.00991 0.00129 -0.02509 -0.06314 0.07105 -0.09904 -0.04229 -0.05237 -0.9605 -0.9605 -0.98306 -0.94174 -0.9858 -0.98735 -0.95287 -0.96854 0.04241 -0.03626 0.0261 -0.98503 -0.97001 -0.98346 0.19913 -0.11251 0.02863 -0.94786 -0.97506 -0.9651 -0.28366 -0.29179 -0.11397 -0.96891 0.00178 -0.97913 0.29073 -0.95857 -0.24702 -0.98453 0.06456 -0.98991 -0.94443 -0.95259 -0.99241 -0.97142 -0.95886 -0.98479 -0.97054 -0.98614 -0.9461 -0.96957 -0.96073 -0.97512 -0.98809 -0.98345 -0.96254 -0.96254 -0.97964 -0.93795 -0.98306 -0.99116 -0.94319 -0.94775 -0.98591 -0.97358 -0.98752 -0.9466 -0.96696 -0.96321 -0.96425 -0.97917 -0.93672 -0.98222
"112" 19 "WALKING" 0.27393 -0.01917 -0.12273 0.93522 -0.22333 -0.08984 0.08222 0.01441 -0.03275 -0.02749 -0.07515 0.07981 -0.08323 -0.03071 -0.0603 0.06481 0.06481 0.10945 0.10004 -0.16469 -0.02998 0.16925 -0.10442 -0.17644 0.05707 0.35186 0.03363 0.01073 -0.12936 -0.21478 -0.38809 -0.0054 0.22814 -0.09735 -0.0105 -0.09361 -0.07658 -0.03301 0.03222 0.30739 0.07301 0.12499 -0.09524 0.17435 -0.26244 0.25038 -0.0489 0.1818 -0.13947 -0.96986 -0.95865 -0.92918 0.1103 0.08092 -0.17939 -0.02643 -0.1144 -0.1042 0.08011 -0.29159 -0.21349 -0.09939 -0.09939 0.03565 -0.02184 -0.27148 -0.05788 0.11261 -0.23387 0.09083 0.0854 -0.22782 -0.10838 -0.13301 -0.22027 -0.32479 -0.02228 -0.14159 -0.33614
"113" 19 "WALKING_DOWNSTAIRS" 0.26268 -0.01459 -0.13369 0.88194 -0.21501 -0.12614 0.07309 -0.03868 -0.00955 -0.20577 0.02747 0.16396 -0.03374 -0.03946 -0.05455 0.6446 0.6446 0.43449 0.418 0.08758 0.53701 0.49445 0.11065 -0.32313 0.01261 0.29395 0.47431 0.27671 0.05959 -0.24057 -0.38754 -0.11694 0.47496 0.14708 0.21067 -0.14702 0.10134 0.19566 0.58663 0.22646 0.5384 0.17467 0.20397 0.16341 -0.0229 0.18518 0.62691 0.51481 0.04932 -0.89972 -0.91788 -0.89936 0.54427 0.3553 -0.02001 0.26765 0.04831 -0.0314 0.17914 -0.01462 0.11664 0.41347 0.41347 0.45061 0.23782 -0.04389 0.6585 0.42792 -0.07836 0.4768 0.34977 -0.09839 0.19661 -0.02848 -0.21589 0.08286 0.31634 0.03203 -0.14325
"114" 19 "WALKING_UPSTAIRS" 0.24211 -0.03039 -0.15105 0.82942 -0.3871 -0.221 0.08315 0.05681 0.03166 0.03885 -0.13451 -0.00023 -0.1018 -0.03462 -0.05335 0.01738 0.01738 -0.11418 -0.06161 -0.37279 -0.15687 0.11181 -0.21964 -0.3441 0.01976 0.04885 -0.20532 -0.07392 -0.38065 -0.27394 -0.36434 -0.18756 -0.19448 -0.22542 -0.06612 0.01117 -0.19149 -0.15202 -0.07962 0.167 -0.18739 0.29685 -0.28884 0.07507 -0.47718 0.26034 -0.12874 0.17634 -0.19046 -0.91649 -0.90104 -0.83693 -0.17427 -0.01288 -0.44428 -0.4068 -0.17263 -0.11011 -0.23937 -0.49212 -0.37541 -0.17766 -0.17766 -0.28406 -0.2644 -0.5074 -0.11993 0.13255 -0.23998 -0.21726 -0.01316 -0.50771 -0.47751 -0.14992 -0.20749 -0.36825 -0.43467 -0.37713 -0.58828
"115" 20 "LAYING" 0.2395 -0.01444 -0.10427 -0.47243 0.86488 0.47757 0.08927 0.0011 -0.00309 -0.02317 -0.09548 0.12368 -0.0995 -0.03877 -0.061 -0.96074 -0.96074 -0.98467 -0.96044 -0.98674 -0.96572 -0.96559 -0.97639 -0.21303 0.27445 0.27689 -0.98388 -0.97722 -0.98287 0.11664 0.02122 0.02849 -0.98261 -0.97312 -0.97227 -0.043 -0.0784 0.00832 -0.95282 0.18775 -0.97969 0.2627 -0.96983 0.01169 -0.98111 0.19965 -0.96224 -0.96409 -0.97257 -0.92867 -0.97601 -0.97651 -0.98427 -0.977 -0.98498 -0.98447 -0.97294 -0.9724 -0.98928 -0.98154 -0.98667 -0.93948 -0.93948 -0.98016 -0.96215 -0.98107 -0.96099 -0.96496 -0.9719 -0.98621 -0.97845 -0.9857 -0.98515 -0.97309 -0.97499 -0.94189 -0.97956 -0.9642 -0.98198
"116" 20 "SITTING" 0.27804 -0.01472 -0.10836 0.92445 0.07333 0.15167 0.07465 0.00597 0.0016 -0.0364 -0.06506 0.06428 -0.09599 -0.04072 -0.04658 -0.95273 -0.95273 -0.97877 -0.93957 -0.98301 -0.9812 -0.94519 -0.94759 -0.06188 -0.005 0.00873 -0.98224 -0.97115 -0.97321 0.1366 -0.1244 -0.08312 -0.96991 -0.96464 -0.95096 -0.0327 -0.31472 -0.14465 -0.94691 0.04086 -0.97173 0.22971 -0.95339 -0.17498 -0.9761 0.13363 -0.98308 -0.93612 -0.9291 -0.98582 -0.96698 -0.93585 -0.98207 -0.97089 -0.97652 -0.9763 -0.9601 -0.94577 -0.97741 -0.97968 -0.97974 -0.93776 -0.93776 -0.97253 -0.94106 -0.97507 -0.98397 -0.93503 -0.92494 -0.98356 -0.97277 -0.97845 -0.97843 -0.95801 -0.94917 -0.94215 -0.97259 -0.94372 -0.97522
"117" 20 "STANDING" 0.27807 -0.01806 -0.1004 0.91123 -0.30593 0.07086 0.07635 0.01169 -0.00613 -0.02413 -0.06983 0.07736 -0.10204 -0.04321 -0.05181 -0.9224 -0.9224 -0.95662 -0.88367 -0.94793 -0.96193 -0.89819 -0.92998 -0.07327 -0.16477 -0.01038 -0.95971 -0.93571 -0.95274 0.09824 -0.31612 -0.07829 -0.88101 -0.91064 -0.9114 -0.35819 -0.36007 -0.23515 -0.92122 -0.07843 -0.94 -0.00613 -0.87943 -0.30541 -0.9296 -0.13375 -0.9672 -0.87541 -0.91314 -0.98191 -0.95746 -0.94243 -0.95952 -0.9356 -0.95893 -0.88674 -0.90391 -0.90734 -0.92164 -0.94763 -0.94866 -0.91067 -0.91067 -0.93845 -0.84368 -0.92632 -0.9698 -0.87252 -0.91099 -0.96309 -0.94047 -0.96397 -0.89052 -0.90123 -0.91487 -0.91865 -0.93602 -0.84912 -0.92722
"118" 20 "WALKING" 0.27258 -0.02119 -0.11353 0.89996 -0.34444 -0.03513 0.08412 -0.02106 0.00634 -0.02341 -0.0741 0.08513 -0.06799 -0.05141 -0.05492 0.0394 0.0394 -0.04293 0.06862 -0.19489 -0.1474 0.40346 -0.27221 -0.22731 -0.00368 0.23941 -0.13871 0.15793 -0.34599 -0.25705 -0.47508 -0.15272 -0.09362 0.03101 -0.10889 -0.09669 0.00139 -0.08905 -0.00353 0.29188 0.05452 0.08648 -0.052 0.20669 -0.18036 0.02122 -0.20834 0.48977 -0.22873 -0.97032 -0.962 -0.95385 -0.09064 0.24431 -0.38766 -0.23294 0.08583 -0.16574 -0.25322 -0.12755 -0.22704 -0.15693 -0.15693 0.02107 -0.03678 -0.14986 -0.23498 0.43843 -0.26649 -0.12223 0.25561 -0.42769 -0.27993 0.1077 -0.26495 -0.38993 -0.03106 -0.19621 -0.17197
"119" 20 "WALKING_DOWNSTAIRS" 0.29614 -0.00964 -0.1046 0.91972 -0.27741 -0.02825 0.0695 0.00436 -0.00253 -0.11136 0.0139 0.1039 -0.04525 -0.05773 -0.06153 0.22185 0.22185 -0.06126 0.09384 -0.26818 -0.03433 0.52418 -0.18809 -0.49751 -0.04949 0.05118 -0.19936 0.20582 -0.35622 -0.45094 -0.49852 -0.48024 -0.06295 -0.13809 0.25703 -0.22155 -0.09452 -0.10196 0.15188 -0.10247 0.01379 -0.11287 -0.10056 -0.03741 -0.31166 -0.04296 0.0745 0.61693 -0.16093 -0.94045 -0.90857 -0.91969 -0.13569 0.28967 -0.3815 -0.20493 -0.14679 0.15972 -0.24923 -0.33456 0.00307 0.17263 0.17263 0.04671 -0.03057 -0.27559 0.11303 0.56019 -0.21391 -0.14727 0.29311 -0.40529 -0.25336 -0.15996 0.0183 0.00024 0.07903 -0.15168 -0.28165
"120" 20 "WALKING_UPSTAIRS" 0.25209 -0.02822 -0.12102 0.77709 -0.47989 -0.13011 0.08364 0.00659 -0.02454 0.06591 -0.17465 0.0587 -0.14838 -0.01898 -0.05189 0.00872 0.00872 -0.25561 0.02233 -0.37192 -0.14043 -0.02938 -0.31843 -0.44849 -0.15566 -0.10908 -0.25616 -0.31216 -0.49275 -0.475 -0.5534 -0.44806 -0.37268 -0.16234 0.11507 -0.15726 -0.26013 -0.26836 -0.205 0.02746 -0.21501 -0.02022 -0.28662 0.00461 -0.45039 0.11902 -0.11608 0.15219 -0.22924 -0.9314 -0.92459 -0.90406 -0.18569 -0.26078 -0.51364 -0.4927 -0.10472 0.18411 -0.4711 -0.39398 -0.25386 -0.19826 -0.19826 -0.23944 -0.25392 -0.45539 -0.10844 0.16454 -0.24243 -0.18709 -0.255 -0.5332 -0.53202 -0.07904 0.09547 -0.32024 -0.28045 -0.36094 -0.50282
"121" 21 "LAYING" 0.27132 -0.01842 -0.10325 -0.17434 0.59999 0.78825 0.08201 0.01199 -0.0139 -0.03051 -0.1138 0.09809 -0.09641 -0.03462 -0.06013 -0.95259 -0.95259 -0.9828 -0.94927 -0.98591 -0.96823 -0.96006 -0.96177 -0.51703 0.08574 0.02498 -0.98418 -0.97203 -0.98163 0.08837 -0.02575 0.04392 -0.97341 -0.96496 -0.98081 -0.10548 -0.40776 0.26623 -0.95376 -0.1018 -0.97844 0.29964 -0.96234 -0.20657 -0.98299 0.20999 -0.95501 -0.95695 -0.94565 -0.9459 -0.98373 -0.95241 -0.98482 -0.97158 -0.98397 -0.97541 -0.95214 -0.98134 -0.98464 -0.98199 -0.98874 -0.94218 -0.94218 -0.97855 -0.94928 -0.98224 -0.95092 -0.95725 -0.94091 -0.98706 -0.97316 -0.98492 -0.97622 -0.94659 -0.98327 -0.94444 -0.9776 -0.94973 -0.9823
"122" 21 "SITTING" 0.27753 -0.0144 -0.11205 0.94003 0.02152 -0.05677 0.07571 0.0121 -0.00017 -0.01987 -0.0653 0.08313 -0.10111 -0.03914 -0.05264 -0.97473 -0.97473 -0.98594 -0.96497 -0.9903 -0.99061 -0.96806 -0.97085 0.08791 0.17353 0.12798 -0.98975 -0.97918 -0.98343 0.24434 -0.01184 0.02503 -0.98489 -0.97983 -0.97683 0.08904 -0.16118 0.02088 -0.97482 0.25006 -0.98534 0.32793 -0.97783 0.04496 -0.99001 0.24829 -0.99177 -0.96687 -0.95956 -0.99293 -0.97935 -0.96542 -0.98943 -0.979 -0.98582 -0.98841 -0.97638 -0.97697 -0.98947 -0.98972 -0.98795 -0.97199 -0.97199 -0.98652 -0.97122 -0.9903 -0.99237 -0.96756 -0.95641 -0.99002 -0.98034 -0.98684 -0.98955 -0.97472 -0.97913 -0.97444 -0.98699 -0.97202 -0.99106
"123" 21 "STANDING" 0.27695 -0.0167 -0.11041 0.88121 -0.34615 -0.20768 0.07545 0.01006 -0.00332 -0.01917 -0.07381 0.08648 -0.10319 -0.04043 -0.05382 -0.95877 -0.95877 -0.97476 -0.94983 -0.97685 -0.97832 -0.94969 -0.96027 -0.085 0.03663 0.02921 -0.9768 -0.9645 -0.97478 0.15607 -0.11577 -0.0494 -0.95698 -0.96008 -0.95943 -0.18797 -0.24881 -0.07964 -0.96229 0.09476 -0.97063 0.29194 -0.95672 -0.14199 -0.97612 0.14997 -0.98141 -0.9436 -0.94612 -0.9829 -0.97768 -0.95859 -0.97706 -0.96392 -0.97791 -0.96251 -0.95597 -0.95932 -0.97186 -0.97681 -0.97542 -0.95691 -0.95691 -0.9716 -0.94561 -0.97615 -0.98289 -0.94354 -0.94245 -0.97953 -0.96602 -0.97972 -0.96453 -0.95408 -0.96312 -0.96004 -0.97192 -0.94776 -0.9777
"124" 21 "WALKING" 0.27918 -0.01816 -0.10431 0.86252 -0.37098 -0.22094 0.07822 0.00235 -0.01018 -0.04593 -0.05902 0.09837 -0.08687 -0.05156 -0.06211 -0.12345 -0.12345 -0.14813 -0.28477 -0.42693 -0.27349 0.03384 -0.3003 -0.15944 0.04311 0.09514 -0.20044 -0.11256 -0.4057 -0.1951 -0.36491 -0.29617 -0.24665 -0.37174 -0.28326 -0.01686 -0.01703 -0.14075 -0.25126 0.23278 -0.144 0.20167 -0.40951 0.38556 -0.49959 0.20778 -0.29781 0.05408 -0.16868 -0.96957 -0.96414 -0.97493 -0.11488 -0.03471 -0.42514 -0.43223 -0.39789 -0.31187 -0.2389 -0.48285 -0.49492 -0.2997 -0.2997 -0.08384 -0.4083 -0.45036 -0.30854 -0.00256 -0.16496 -0.10741 -0.01484 -0.44356 -0.49185 -0.4194 -0.3855 -0.43814 -0.01867 -0.51224 -0.42932
"125" 21 "WALKING_DOWNSTAIRS" 0.30146 -0.01731 -0.09816 0.87268 -0.35667 -0.18787 0.09014 -0.02139 -0.01255 -0.12638 0.01621 0.14861 -0.07264 -0.07359 -0.07884 0.24577 0.24577 -0.08022 -0.18485 -0.45282 0.10432 0.18113 -0.07697 -0.43723 -0.14694 0.13231 -0.03778 -0.1073 -0.19683 -0.28885 -0.4315 -0.30456 -0.36674 -0.30887 -0.23822 -0.22166 0.04762 -0.08277 0.23989 0.0117 0.11244 0.01064 -0.40639 0.13088 -0.4908 0.22135 0.22434 0.30133 -0.07178 -0.94019 -0.94011 -0.91632 0.00214 -0.0796 -0.24606 -0.44214 -0.35373 -0.34975 -0.54964 -0.44242 -0.42833 0.26434 0.26434 0.09523 -0.38842 -0.50913 0.26698 0.27789 -0.14508 -0.04638 -0.11316 -0.29323 -0.46979 -0.38841 -0.45077 0.07912 0.0632 -0.48448 -0.57166
"126" 21 "WALKING_UPSTAIRS" 0.26519 -0.02372 -0.12541 0.78117 -0.4323 -0.30973 0.10403 -0.01562 -0.03601 0.0626 -0.15562 -0.00546 -0.14435 -0.0132 -0.00694 -0.08104 -0.08104 -0.35504 -0.16898 -0.57793 -0.31916 0.02215 -0.32171 -0.41799 -0.0961 -0.13643 -0.43683 -0.20506 -0.51981 -0.26781 -0.29783 -0.3959 -0.44697 -0.44669 -0.15576 -0.1449 -0.10188 -0.36044 -0.25789 0.02933 -0.35544 0.1679 -0.47536 -0.01842 -0.62891 0.20815 -0.2408 0.10978 -0.2197 -0.94091 -0.94152 -0.93271 -0.42405 -0.2032 -0.56205 -0.5319 -0.46313 0.05171 -0.57354 -0.60446 -0.56414 -0.27847 -0.27847 -0.40418 -0.42023 -0.64772 -0.21318 0.08234 -0.22716 -0.46297 -0.26126 -0.60312 -0.56096 -0.47829 0.01309 -0.40335 -0.47772 -0.4834 -0.70098
"127" 22 "LAYING" 0.27995 -0.01426 -0.1108 -0.41849 0.63248 0.7719 0.07522 0.00459 -0.00467 -0.02083 -0.09257 0.145 -0.1002 -0.0376 -0.07027 -0.93499 -0.93499 -0.97116 -0.92661 -0.98171 -0.95375 -0.92552 -0.95421 -0.22466 0.08787 0.21486 -0.96957 -0.95483 -0.97091 0.0734 -0.12196 0.04155 -0.95336 -0.96469 -0.94257 -0.11695 -0.14318 0.06272 -0.92981 0.09882 -0.96265 0.20885 -0.94605 -0.07861 -0.97663 0.11242 -0.94773 -0.91327 -0.94294 -0.92878 -0.95882 -0.95243 -0.97035 -0.95515 -0.97452 -0.95664 -0.96188 -0.93325 -0.97209 -0.98048 -0.97863 -0.9094 -0.9094 -0.95984 -0.92391 -0.9742 -0.94565 -0.91256 -0.94116 -0.97412 -0.95896 -0.97683 -0.95803 -0.96071 -0.93696 -0.91326 -0.95563 -0.92355 -0.97278
"128" 22 "SITTING" 0.27358 -0.01234 -0.10582 0.8393 0.20855 0.31555 0.08076 -0.00084 -0.01268 -0.03604 -0.07936 0.08044 -0.09864 -0.04234 -0.05171 -0.94216 -0.94216 -0.9793 -0.94207 -0.98547 -0.9785 -0.93954 -0.94663 -0.16272 -0.00806 -0.09991 -0.98094 -0.96312 -0.97533 0.2147 -0.06053 -0.03553 -0.97726 -0.95916 -0.94836 -0.03925 -0.2733 -0.11797 -0.94307 -0.05436 -0.9689 0.20731 -0.95195 -0.17107 -0.97777 0.09116 -0.97846 -0.92805 -0.91756 -0.972 -0.95422 -0.92795 -0.98166 -0.96478 -0.97892 -0.98109 -0.95017 -0.9465 -0.98567 -0.98027 -0.97954 -0.92433 -0.92433 -0.96857 -0.93326 -0.9765 -0.97862 -0.92699 -0.90934 -0.98429 -0.96977 -0.98127 -0.98237 -0.9461 -0.95104 -0.92679 -0.96702 -0.93356 -0.97631
"129" 22 "STANDING" 0.27905 -0.01585 -0.10496 0.95406 -0.22641 0.03238 0.07523 0.01072 -0.00626 -0.02752 -0.069 0.07334 -0.0975 -0.04209 -0.05131 -0.9548 -0.9548 -0.97587 -0.93162 -0.9786 -0.98037 -0.92916 -0.9571 0.00672 -0.12238 -0.04277 -0.97496 -0.95214 -0.97756 0.2271 -0.24321 -0.02661 -0.91701 -0.97068 -0.96232 -0.39123 -0.37446 -0.17719 -0.94904 -0.07293 -0.95974 0.10697 -0.93206 -0.38281 -0.96837 -0.18292 -0.985 -0.92269 -0.9422 -0.99282 -0.97108 -0.95889 -0.97563 -0.9523 -0.98147 -0.91783 -0.96471 -0.96058 -0.94971 -0.9849 -0.97975 -0.93986 -0.93986 -0.95882 -0.90077 -0.96608 -0.9874 -0.92365 -0.9384 -0.97877 -0.95616 -0.9843 -0.91985 -0.96217 -0.96365 -0.94373 -0.95665 -0.90022 -0.96534
"130" 22 "WALKING" 0.27886 -0.01672 -0.10711 0.93609 -0.25964 0.02337 0.06277 0.03567 0.00443 0.00077 -0.09608 0.07752 -0.13297 -0.03219 -0.05698 0.07224 0.07224 0.02291 -0.2106 -0.46199 -0.09949 0.14536 -0.25521 -0.21838 0.30976 0.30647 -0.0367 0.15999 -0.28197 -0.10209 -0.07878 -0.00391 -0.14464 -0.50117 -0.0835 -0.03752 -0.11413 0.06771 -0.02415 0.36862 0.06597 0.09764 -0.43837 0.21028 -0.55394 0.27957 -0.00865 0.10038 -0.21335 -0.96964 -0.96363 -0.95514 0.03587 0.22554 -0.31315 -0.31853 -0.48632 -0.15143 -0.22665 -0.65187 -0.23427 -0.16159 -0.16159 0.11153 -0.39077 -0.5031 0.02439 0.00386 -0.25364 0.018 0.21342 -0.34319 -0.37449 -0.48162 -0.25317 -0.38139 0.15828 -0.46401 -0.4764
"131" 22 "WALKING_DOWNSTAIRS" 0.28445 -0.01979 -0.10741 0.92182 -0.22221 0.04129 0.10158 0.02111 0.01124 -0.07796 -0.06971 0.05007 -0.09017 -0.03551 -0.04814 0.33099 0.33099 -0.01797 -0.16133 -0.45957 0.19534 0.22576 -0.32279 -0.36771 0.02826 0.18315 0.03833 -0.00309 -0.41953 -0.2445 -0.40089 -0.19886 -0.09543 -0.525 -0.19491 -0.19196 -0.03249 0.01292 0.15552 0.13078 0.02247 0.13839 -0.33841 -0.0581 -0.58351 0.33965 0.34861 0.23981 -0.32572 -0.94124 -0.94582 -0.90659 0.08691 0.01986 -0.4778 -0.23734 -0.5503 -0.28041 -0.26484 -0.64028 -0.35876 0.13326 0.13326 -0.03376 -0.26392 -0.61765 0.40289 0.1674 -0.38324 0.04046 -0.02702 -0.53589 -0.28453 -0.57033 -0.37731 -0.05752 -0.11853 -0.34186 -0.69745
"132" 22 "WALKING_UPSTAIRS" 0.24839 -0.02686 -0.11755 0.88945 -0.33682 -0.09579 0.08771 0.0367 -0.03361 0.13497 -0.18145 0.01573 -0.14845 -0.03813 -0.06745 0.21028 0.21028 -0.09578 -0.12803 -0.56811 -0.05539 0.13068 -0.22801 -0.21396 -0.03434 -0.03308 -0.03824 -0.07518 -0.41444 0.0466 -0.27049 -0.16156 -0.19545 -0.52394 -0.19931 -0.20354 -0.17078 -0.14742 -0.08669 0.29374 -0.0458 0.18755 -0.3699 -0.22489 -0.66799 0.26352 0.08357 0.25006 -0.10961 -0.94063 -0.94162 -0.91315 -0.00853 -0.05757 -0.4717 -0.30149 -0.48941 -0.15775 -0.39669 -0.70425 -0.51569 -0.15875 -0.15875 -0.08765 -0.20255 -0.67563 0.13204 0.23005 -0.11675 -0.06779 -0.10609 -0.52856 -0.33813 -0.47388 -0.22243 -0.33412 -0.15129 -0.23402 -0.70987
